id,name,host_id,host_name,host_is_superhost,superhost_status,borough,neighbourhood,latitude,longitude,room_type,price,accommodates,price_per_guest,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,host_tier,price_category,availability_365,rating,listing_url
10396,Minimalist Penthouse in Midtown,1287,Charlotte,f,Standard Host,Manhattan,Midtown,40.80557,-73.96873,Private room,172,2,86.0,1,27,2026-07-20,1.06,1,Single Listing,Moderate ($100-$250),49,4.57,https://www.airbnb.com/rooms/10396
10397,Chic Suite in Upper West Side,1006,Olivia,t,Superhost,Manhattan,Upper West Side,40.78805,-73.9631,Entire home/apt,430,2,215.0,30,42,2026-07-10,4.77,8,Multi-Listing Host (5+),Luxury (>$250),154,4.93,https://www.airbnb.com/rooms/10397
10398,Boho Loft in Greenwich Village,1050,Carlos,f,Standard Host,Manhattan,Greenwich Village,40.77672,-73.97942,Private room,54,2,27.0,1,8,2026-07-12,0.25,1,Single Listing,Budget (<$100),247,4.43,https://www.airbnb.com/rooms/10398
10399,Rustic Loft in Riverdale,1083,Noah,f,Standard Host,Bronx,Riverdale,40.87194,-73.88891,Private room,35,2,17.5,2,20,2026-05-04,0.61,12,Multi-Listing Host (5+),Budget (<$100),116,4.24,https://www.airbnb.com/rooms/10399
10400,Stunning Apartment in Concourse,1074,Olivia,f,Standard Host,Bronx,Concourse,40.80723,-73.8811,Private room,36,3,12.0,2,8,2026-07-15,0.27,2,Small Host (2-4),Budget (<$100),141,4.57,https://www.airbnb.com/rooms/10400
10401,Spacious Room in Concourse,1210,Charlotte,f,Standard Host,Bronx,Concourse,40.82584,-73.8634,Entire home/apt,66,2,33.0,1,46,2026-05-12,1.82,1,Single Listing,Budget (<$100),297,4.34,https://www.airbnb.com/rooms/10401
10402,Rustic Haven in Financial District,1237,Michael,t,Superhost,Manhattan,Financial District,40.81178,-73.97748,Entire home/apt,368,3,122.67,2,77,2026-06-28,4.3,1,Single Listing,Luxury (>$250),43,4.98,https://www.airbnb.com/rooms/10402
10403,Modern Loft in Hell's Kitchen,1241,David,f,Standard Host,Manhattan,Hell's Kitchen,40.79968,-73.95671,Private room,220,1,220.0,3,22,2026-01-30,0.69,1,Single Listing,Moderate ($100-$250),148,4.44,https://www.airbnb.com/rooms/10403
10404,Bright Flat in Upper West Side,1215,Noah,t,Superhost,Manhattan,Upper West Side,40.7884,-73.98513,Private room,188,2,94.0,4,51,2026-06-16,2.49,1,Single Listing,Moderate ($100-$250),233,4.98,https://www.airbnb.com/rooms/10404
10405,Bright Studio in Midtown,1342,Ethan,f,Standard Host,Manhattan,Midtown,40.74381,-73.98702,Entire home/apt,675,3,225.0,30,55,2026-07-25,1.72,1,Single Listing,Luxury (>$250),218,4.44,https://www.airbnb.com/rooms/10405
10406,Charming Retreat in Tompkinsville,1019,Daniel,f,Standard Host,Staten Island,Tompkinsville,40.57444,-74.17392,Private room,36,1,36.0,2,48,2026-01-27,1.82,1,Single Listing,Budget (<$100),196,4.55,https://www.airbnb.com/rooms/10406
10407,Bright Flat in Astoria,1211,Elena,t,Superhost,Queens,Astoria,40.71461,-73.83612,Entire home/apt,86,3,28.67,3,45,2026-04-12,2.58,1,Single Listing,Budget (<$100),233,4.94,https://www.airbnb.com/rooms/10407
10408,Stunning Loft in Mott Haven,1333,Alex,f,Standard Host,Bronx,Mott Haven,40.83986,-73.8286,Entire home/apt,102,3,34.0,2,29,2026-07-17,1.56,1,Single Listing,Moderate ($100-$250),205,4.62,https://www.airbnb.com/rooms/10408
10409,Rustic Brownstone Unit in Hell's Kitchen,1203,Alex,f,Standard Host,Manhattan,Hell's Kitchen,40.75145,-73.95192,Private room,105,2,52.5,3,43,2026-06-19,1.38,1,Single Listing,Moderate ($100-$250),172,4.65,https://www.airbnb.com/rooms/10409
10410,Sunny Suite in Greenwich Village,1296,Sophia,t,Superhost,Manhattan,Greenwich Village,40.78235,-73.96106,Private room,255,2,127.5,1,70,2026-06-03,2.24,1,Single Listing,Luxury (>$250),293,4.94,https://www.airbnb.com/rooms/10410
10411,Spacious Apartment in Midtown,1015,Charlotte,f,Standard Host,Manhattan,Midtown,40.75709,-73.96041,Private room,187,3,62.33,4,26,2026-05-01,0.88,1,Single Listing,Moderate ($100-$250),347,4.42,https://www.airbnb.com/rooms/10411
10412,Stunning Apartment in Bushwick,1073,Olivia,t,Superhost,Brooklyn,Bushwick,40.68986,-73.90032,Entire home/apt,384,2,192.0,2,41,2026-07-18,1.66,1,Single Listing,Luxury (>$250),170,4.95,https://www.airbnb.com/rooms/10412
10413,Luxury Studio in Midtown,1017,Emma,f,Standard Host,Manhattan,Midtown,40.80724,-73.98791,Private room,85,3,28.33,1,33,2026-06-19,4.93,1,Single Listing,Budget (<$100),196,4.57,https://www.airbnb.com/rooms/10413
10414,Spacious Flat in Chelsea,1141,Mia,t,Superhost,Manhattan,Chelsea,40.78588,-73.94464,Entire home/apt,445,2,222.5,1,95,2026-07-15,2.82,8,Multi-Listing Host (5+),Luxury (>$250),153,4.96,https://www.airbnb.com/rooms/10414
10415,Quiet Room in Ridgewood,1250,Sophia,f,Standard Host,Queens,Ridgewood,40.70807,-73.74551,Shared room,35,2,17.5,1,40,2026-07-22,5.05,1,Single Listing,Budget (<$100),271,4.48,https://www.airbnb.com/rooms/10415
10416,Chic Loft in Cobble Hill,1166,Sophia,f,Standard Host,Brooklyn,Cobble Hill,40.63222,-73.94789,Entire home/apt,214,3,71.33,2,6,2026-07-09,0.95,3,Small Host (2-4),Moderate ($100-$250),174,4.56,https://www.airbnb.com/rooms/10416
10417,Boho Flat in Financial District,1312,Michael,f,Standard Host,Manhattan,Financial District,40.7864,-73.95759,Private room,118,2,59.0,1,5,2026-06-09,0.21,1,Single Listing,Moderate ($100-$250),20,4.5,https://www.airbnb.com/rooms/10417
10418,Charming Haven in Stapleton,1274,Noah,t,Superhost,Staten Island,Stapleton,40.55517,-74.16048,Entire home/apt,248,4,62.0,2,40,2026-06-14,2.22,1,Single Listing,Moderate ($100-$250),323,4.97,https://www.airbnb.com/rooms/10418
10419,Minimalist Studio in Bushwick,1115,Sarah,f,Standard Host,Brooklyn,Bushwick,40.71072,-73.99332,Entire home/apt,400,2,200.0,3,52,2026-08-01,2.35,1,Single Listing,Luxury (>$250),36,4.2,https://www.airbnb.com/rooms/10419
10420,Rustic Haven in Upper West Side,1195,James,f,Standard Host,Manhattan,Upper West Side,40.78149,-73.95527,Private room,159,3,53.0,3,36,2026-06-02,1.1,1,Single Listing,Moderate ($100-$250),277,4.39,https://www.airbnb.com/rooms/10420
10421,Luxury Flat in DUMBO,1136,Olivia,f,Standard Host,Brooklyn,DUMBO,40.66051,-73.90776,Entire home/apt,228,3,76.0,2,42,2026-06-25,1.61,1,Single Listing,Moderate ($100-$250),259,4.48,https://www.airbnb.com/rooms/10421
10422,Rustic Loft in Cobble Hill,1233,David,f,Standard Host,Brooklyn,Cobble Hill,40.6622,-73.91758,Entire home/apt,126,2,63.0,2,10,2026-07-28,0.56,8,Multi-Listing Host (5+),Moderate ($100-$250),167,4.39,https://www.airbnb.com/rooms/10422
10423,Luxury Brownstone Unit in East Village,1096,James,t,Superhost,Manhattan,East Village,40.78264,-73.98603,Private room,122,2,61.0,3,69,2026-05-31,7.72,1,Single Listing,Moderate ($100-$250),226,4.99,https://www.airbnb.com/rooms/10423
10424,Modern Suite in Upper West Side,1349,Sarah,f,Standard Host,Manhattan,Upper West Side,40.78771,-73.99413,Entire home/apt,274,8,34.25,7,14,2026-05-14,1.55,1,Single Listing,Luxury (>$250),147,4.32,https://www.airbnb.com/rooms/10424
10425,Charming Loft in Upper West Side,1095,Noah,f,Standard Host,Manhattan,Upper West Side,40.77859,-73.98705,Entire home/apt,282,4,70.5,2,47,2026-05-28,1.35,1,Single Listing,Luxury (>$250),20,4.52,https://www.airbnb.com/rooms/10425
10426,Bright Penthouse in Midtown,1251,Emily,f,Standard Host,Manhattan,Midtown,40.74406,-74.0151,Private room,82,1,82.0,5,2,2026-07-26,0.07,1,Single Listing,Budget (<$100),181,4.42,https://www.airbnb.com/rooms/10426
10427,Quiet Loft in Todt Hill,1181,Olivia,f,Standard Host,Staten Island,Todt Hill,40.5696,-74.16656,Entire home/apt,124,6,20.67,2,9,2025-12-27,0.32,1,Single Listing,Moderate ($100-$250),55,4.47,https://www.airbnb.com/rooms/10427
10428,Cozy Haven in Concourse,1270,Jessica,t,Superhost,Bronx,Concourse,40.80583,-73.84719,Shared room,35,2,17.5,2,68,2026-06-28,2.79,1,Single Listing,Budget (<$100),187,4.94,https://www.airbnb.com/rooms/10428
10429,Chic Retreat in Riverdale,1320,Ava,f,Standard Host,Bronx,Riverdale,40.83364,-73.8624,Shared room,35,1,35.0,2,17,2026-07-15,2.82,2,Small Host (2-4),Budget (<$100),155,4.37,https://www.airbnb.com/rooms/10429
10430,Rustic Brownstone Unit in East Village,1222,Ethan,f,Standard Host,Manhattan,East Village,40.81794,-73.97374,Private room,114,1,114.0,7,4,2026-03-20,0.12,1,Single Listing,Moderate ($100-$250),315,4.45,https://www.airbnb.com/rooms/10430
10431,Chic Studio in Greenpoint,1129,David,f,Standard Host,Brooklyn,Greenpoint,40.68279,-73.9571,Private room,84,1,84.0,2,12,2026-07-06,0.72,1,Single Listing,Budget (<$100),220,4.45,https://www.airbnb.com/rooms/10431
10432,Spacious Studio in Pelham Bay,1125,Ethan,f,Standard Host,Bronx,Pelham Bay,40.86061,-73.85545,Private room,53,1,53.0,7,33,2026-04-25,5.34,3,Small Host (2-4),Budget (<$100),245,4.45,https://www.airbnb.com/rooms/10432
10433,Rustic Suite in East Village,1247,Carlos,f,Standard Host,Manhattan,East Village,40.77857,-73.96336,Entire home/apt,206,2,103.0,3,51,2026-06-03,4.79,2,Small Host (2-4),Moderate ($100-$250),13,4.24,https://www.airbnb.com/rooms/10433
10434,Quiet Apartment in Midtown,1127,Daniel,t,Superhost,Manhattan,Midtown,40.77097,-73.94763,Entire home/apt,614,2,307.0,2,75,2026-06-06,5.43,1,Single Listing,Luxury (>$250),346,4.97,https://www.airbnb.com/rooms/10434
10435,Cozy Flat in Bedford-Stuyvesant,1262,Ava,t,Superhost,Brooklyn,Bedford-Stuyvesant,40.70419,-73.9121,Entire home/apt,221,3,73.67,1,82,2026-07-23,2.7,1,Single Listing,Moderate ($100-$250),71,4.88,https://www.airbnb.com/rooms/10435
10436,Bright Apartment in Financial District,1072,Benjamin,f,Standard Host,Manhattan,Financial District,40.792,-74.01227,Entire home/apt,384,3,128.0,3,30,2026-07-23,2.67,1,Single Listing,Luxury (>$250),298,4.39,https://www.airbnb.com/rooms/10436
10437,Modern Suite in Upper West Side,1248,Liam,f,Standard Host,Manhattan,Upper West Side,40.78977,-73.97468,Private room,175,2,87.5,1,30,2026-04-17,1.27,3,Small Host (2-4),Moderate ($100-$250),25,4.38,https://www.airbnb.com/rooms/10437
10438,Cozy Apartment in East Village,1119,Emily,t,Superhost,Manhattan,East Village,40.81155,-74.00136,Entire home/apt,341,6,56.83,2,98,2026-05-10,13.76,1,Single Listing,Luxury (>$250),201,4.99,https://www.airbnb.com/rooms/10438
10439,Quiet Flat in Hell's Kitchen,1103,Daniel,t,Superhost,Manhattan,Hell's Kitchen,40.73999,-73.92949,Private room,151,2,75.5,5,49,2026-07-19,1.88,1,Single Listing,Moderate ($100-$250),12,4.95,https://www.airbnb.com/rooms/10439
10440,Modern Retreat in Bushwick,1329,Noah,f,Standard Host,Brooklyn,Bushwick,40.69453,-73.96463,Shared room,78,2,39.0,2,35,2026-06-29,4.37,1,Single Listing,Budget (<$100),46,4.41,https://www.airbnb.com/rooms/10440
10441,Bright Loft in East Village,1012,Emily,f,Standard Host,Manhattan,East Village,40.7766,-73.97115,Private room,163,1,163.0,2,21,2026-06-06,0.98,1,Single Listing,Moderate ($100-$250),326,4.38,https://www.airbnb.com/rooms/10441
10442,Spacious Brownstone Unit in DUMBO,1103,Carlos,f,Standard Host,Brooklyn,DUMBO,40.65626,-73.94786,Entire home/apt,185,2,92.5,5,13,2026-06-06,0.57,1,Single Listing,Moderate ($100-$250),28,4.43,https://www.airbnb.com/rooms/10442
10443,Quiet Brownstone Unit in Bushwick,1022,Emma,t,Superhost,Brooklyn,Bushwick,40.6999,-73.96273,Entire home/apt,184,3,61.33,3,60,2026-05-25,1.89,1,Single Listing,Moderate ($100-$250),292,4.85,https://www.airbnb.com/rooms/10443
10444,Minimalist Studio in Park Slope,1061,Charlotte,f,Standard Host,Brooklyn,Park Slope,40.65667,-73.9537,Entire home/apt,131,3,43.67,4,13,2026-03-23,0.46,1,Single Listing,Moderate ($100-$250),300,4.3,https://www.airbnb.com/rooms/10444
10445,Luxury Haven in Long Island City,1093,Olivia,t,Superhost,Queens,Long Island City,40.73279,-73.80596,Entire home/apt,135,3,45.0,3,59,2026-06-22,2.64,3,Small Host (2-4),Moderate ($100-$250),192,4.99,https://www.airbnb.com/rooms/10445
10446,Luxury Loft in Greenpoint,1270,James,t,Superhost,Brooklyn,Greenpoint,40.66271,-73.94027,Private room,80,2,40.0,2,44,2026-04-13,1.32,2,Small Host (2-4),Budget (<$100),166,4.95,https://www.airbnb.com/rooms/10446
10447,Quiet Retreat in Harlem,1233,Emma,t,Superhost,Manhattan,Harlem,40.79737,-73.96793,Entire home/apt,320,5,64.0,1,60,2026-06-27,3.43,1,Single Listing,Luxury (>$250),204,4.95,https://www.airbnb.com/rooms/10447
10448,Chic Brownstone Unit in Upper West Side,1312,Carlos,f,Standard Host,Manhattan,Upper West Side,40.80953,-73.93792,Private room,155,3,51.67,3,69,2026-05-15,3.67,2,Small Host (2-4),Moderate ($100-$250),39,4.35,https://www.airbnb.com/rooms/10448
10449,Charming Flat in Fordham,1294,Ethan,f,Standard Host,Bronx,Fordham,40.87452,-73.90142,Entire home/apt,152,2,76.0,3,46,2026-07-15,3.27,1,Single Listing,Moderate ($100-$250),321,4.6,https://www.airbnb.com/rooms/10449
10450,Charming Room in DUMBO,1005,Benjamin,t,Superhost,Brooklyn,DUMBO,40.67127,-73.92862,Entire home/apt,168,3,56.0,2,87,2026-01-30,3.86,2,Small Host (2-4),Moderate ($100-$250),142,4.99,https://www.airbnb.com/rooms/10450
10451,Cozy Flat in Long Island City,1336,Sarah,t,Superhost,Queens,Long Island City,40.73083,-73.77651,Private room,86,2,43.0,5,70,2026-08-01,1.99,1,Single Listing,Budget (<$100),190,4.77,https://www.airbnb.com/rooms/10451
10452,Charming Flat in East Village,1122,Daniel,t,Superhost,Manhattan,East Village,40.80488,-73.95205,Entire home/apt,406,3,135.33,2,115,2026-07-08,3.88,1,Single Listing,Luxury (>$250),343,4.98,https://www.airbnb.com/rooms/10452
10453,Rustic Retreat in SoHo,1014,Emma,f,Standard Host,Manhattan,SoHo,40.82746,-73.95843,Private room,75,2,37.5,1,30,2026-07-28,0.83,1,Single Listing,Budget (<$100),124,4.34,https://www.airbnb.com/rooms/10453
10454,Stunning Brownstone Unit in Cobble Hill,1027,Charlotte,f,Standard Host,Brooklyn,Cobble Hill,40.67525,-73.94936,Private room,47,2,23.5,2,26,2026-07-06,0.9,2,Small Host (2-4),Budget (<$100),69,4.56,https://www.airbnb.com/rooms/10454
10455,Rustic Haven in SoHo,1248,Charlotte,t,Superhost,Manhattan,SoHo,40.77569,-73.97416,Entire home/apt,369,5,73.8,2,56,2026-07-25,3.45,12,Multi-Listing Host (5+),Luxury (>$250),268,4.94,https://www.airbnb.com/rooms/10455
10456,Charming Loft in Crown Heights,1062,Sophia,t,Superhost,Brooklyn,Crown Heights,40.72472,-73.90287,Entire home/apt,150,4,37.5,2,157,2026-07-06,4.74,1,Single Listing,Moderate ($100-$250),295,4.86,https://www.airbnb.com/rooms/10456
10457,Cozy Flat in SoHo,1024,Michael,f,Standard Host,Manhattan,SoHo,40.75986,-73.98626,Hotel room,236,3,78.67,7,26,2026-03-06,0.9,1,Single Listing,Moderate ($100-$250),52,4.55,https://www.airbnb.com/rooms/10457
10458,Cozy Suite in Brooklyn Heights,1302,James,f,Standard Host,Brooklyn,Brooklyn Heights,40.68629,-73.96371,Entire home/apt,259,2,129.5,2,18,2026-07-09,0.96,8,Multi-Listing Host (5+),Luxury (>$250),101,4.43,https://www.airbnb.com/rooms/10458
10459,Chic Retreat in DUMBO,1146,Jessica,t,Superhost,Brooklyn,DUMBO,40.64742,-73.95992,Entire home/apt,117,2,58.5,1,59,2026-05-09,1.89,8,Multi-Listing Host (5+),Moderate ($100-$250),30,4.99,https://www.airbnb.com/rooms/10459
10460,Luxury Loft in Astoria,1145,Ethan,f,Standard Host,Queens,Astoria,40.75158,-73.85053,Entire home/apt,142,3,47.33,30,9,2026-05-27,0.63,2,Small Host (2-4),Moderate ($100-$250),50,4.62,https://www.airbnb.com/rooms/10460
10461,Charming Haven in Tribeca,1345,Michael,f,Standard Host,Manhattan,Tribeca,40.77187,-73.9523,Private room,193,1,193.0,2,19,2026-07-24,3.05,2,Small Host (2-4),Moderate ($100-$250),122,4.63,https://www.airbnb.com/rooms/10461
10462,Charming Suite in Harlem,1046,Noah,f,Standard Host,Manhattan,Harlem,40.77339,-73.97288,Entire home/apt,222,4,55.5,2,34,2026-06-02,1.45,8,Multi-Listing Host (5+),Moderate ($100-$250),346,4.48,https://www.airbnb.com/rooms/10462
10463,Stunning Flat in Forest Hills,1183,Ava,f,Standard Host,Queens,Forest Hills,40.67488,-73.78988,Entire home/apt,235,2,117.5,3,57,2026-05-22,6.06,3,Small Host (2-4),Moderate ($100-$250),257,4.48,https://www.airbnb.com/rooms/10463
10464,Quiet Suite in Chelsea,1210,Sarah,f,Standard Host,Manhattan,Chelsea,40.80987,-73.95567,Entire home/apt,311,3,103.67,3,45,2026-07-18,2.19,1,Single Listing,Luxury (>$250),33,4.55,https://www.airbnb.com/rooms/10464
10465,Bright Suite in Bedford-Stuyvesant,1315,Charlotte,t,Superhost,Brooklyn,Bedford-Stuyvesant,40.63583,-73.95395,Entire home/apt,400,4,100.0,1,95,2026-07-19,5.63,1,Single Listing,Luxury (>$250),284,4.94,https://www.airbnb.com/rooms/10465
10466,Modern Room in Harlem,1128,Alex,t,Superhost,Manhattan,Harlem,40.7871,-73.95601,Entire home/apt,287,2,143.5,1,67,2026-07-13,4.99,2,Small Host (2-4),Luxury (>$250),203,4.97,https://www.airbnb.com/rooms/10466
10467,Boho Flat in Astoria,1213,Alex,t,Superhost,Queens,Astoria,40.77113,-73.7734,Private room,62,2,31.0,1,99,2026-07-31,4.63,1,Single Listing,Budget (<$100),113,4.96,https://www.airbnb.com/rooms/10467
10468,Rustic Loft in DUMBO,1143,Mia,t,Superhost,Brooklyn,DUMBO,40.66942,-73.96022,Entire home/apt,255,4,63.75,4,75,2026-07-31,3.21,1,Single Listing,Luxury (>$250),238,4.94,https://www.airbnb.com/rooms/10468
10469,Cozy Room in Greenpoint,1288,Jessica,t,Superhost,Brooklyn,Greenpoint,40.70002,-73.91652,Entire home/apt,203,6,33.83,1,67,2026-04-16,2.37,1,Single Listing,Moderate ($100-$250),299,4.95,https://www.airbnb.com/rooms/10469
10470,Spacious Studio in Cobble Hill,1334,Emily,t,Superhost,Brooklyn,Cobble Hill,40.6724,-73.9355,Entire home/apt,150,4,37.5,1,76,2026-05-11,7.0,3,Small Host (2-4),Moderate ($100-$250),234,4.95,https://www.airbnb.com/rooms/10470
10471,Stunning Haven in Sunnyside,1281,Sophia,f,Standard Host,Queens,Sunnyside,40.75404,-73.74738,Entire home/apt,103,2,51.5,3,31,2026-06-05,2.55,1,Single Listing,Moderate ($100-$250),275,4.55,https://www.airbnb.com/rooms/10471
10472,Spacious Penthouse in SoHo,1070,Jessica,f,Standard Host,Manhattan,SoHo,40.78968,-73.94257,Private room,108,2,54.0,1,2,2026-07-08,0.09,1,Single Listing,Moderate ($100-$250),249,4.5,https://www.airbnb.com/rooms/10472
10473,Minimalist Brownstone Unit in Crown Heights,1146,Sophia,f,Standard Host,Brooklyn,Crown Heights,40.67583,-73.94071,Entire home/apt,155,3,51.67,1,16,2026-07-14,1.11,1,Single Listing,Moderate ($100-$250),277,4.57,https://www.airbnb.com/rooms/10473
10474,Stunning Brownstone Unit in Financial District,1316,Mia,t,Superhost,Manhattan,Financial District,40.76877,-74.01246,Private room,91,1,91.0,30,55,2026-07-28,9.16,1,Single Listing,Budget (<$100),80,4.99,https://www.airbnb.com/rooms/10474
10475,Minimalist Room in Greenpoint,1202,Liam,f,Standard Host,Brooklyn,Greenpoint,40.6645,-73.90425,Entire home/apt,132,4,33.0,2,19,2026-07-23,1.33,1,Single Listing,Moderate ($100-$250),236,4.56,https://www.airbnb.com/rooms/10475
10476,Cozy Flat in Cobble Hill,1188,Benjamin,f,Standard Host,Brooklyn,Cobble Hill,40.71593,-73.91484,Entire home/apt,148,3,49.33,1,25,2025-09-12,0.74,1,Single Listing,Moderate ($100-$250),194,4.58,https://www.airbnb.com/rooms/10476
10477,Minimalist Loft in East Village,1007,Charlotte,t,Superhost,Manhattan,East Village,40.82082,-73.99479,Entire home/apt,272,4,68.0,1,58,2026-06-26,2.39,2,Small Host (2-4),Luxury (>$250),341,4.92,https://www.airbnb.com/rooms/10477
10478,Modern Flat in Midtown,1091,David,t,Superhost,Manhattan,Midtown,40.76743,-73.99519,Private room,111,2,55.5,3,45,2026-07-08,1.6,3,Small Host (2-4),Moderate ($100-$250),172,4.88,https://www.airbnb.com/rooms/10478
10479,Spacious Penthouse in Greenpoint,1342,Sarah,t,Superhost,Brooklyn,Greenpoint,40.61911,-73.95029,Entire home/apt,130,5,26.0,1,42,2026-04-14,1.48,1,Single Listing,Moderate ($100-$250),150,4.94,https://www.airbnb.com/rooms/10479
10480,Luxury Apartment in Bushwick,1047,Jessica,f,Standard Host,Brooklyn,Bushwick,40.67781,-73.9697,Entire home/apt,170,2,85.0,1,37,2026-05-16,4.38,4,Small Host (2-4),Moderate ($100-$250),338,4.56,https://www.airbnb.com/rooms/10480
10481,Rustic Brownstone Unit in Greenwich Village,1162,Sophia,t,Superhost,Manhattan,Greenwich Village,40.77968,-73.98325,Entire home/apt,400,2,200.0,3,59,2026-06-27,2.34,1,Single Listing,Luxury (>$250),97,4.93,https://www.airbnb.com/rooms/10481
10482,Stunning Apartment in Financial District,1350,Olivia,t,Superhost,Manhattan,Financial District,40.77476,-73.96358,Entire home/apt,577,4,144.25,1,75,2026-07-31,3.74,1,Single Listing,Luxury (>$250),347,4.91,https://www.airbnb.com/rooms/10482
10483,Bright Brownstone Unit in Greenpoint,1018,Carlos,f,Standard Host,Brooklyn,Greenpoint,40.66127,-73.92668,Private room,96,2,48.0,2,24,2026-04-24,3.61,2,Small Host (2-4),Budget (<$100),304,4.48,https://www.airbnb.com/rooms/10483
10484,Charming Flat in Crown Heights,1348,Liam,t,Superhost,Brooklyn,Crown Heights,40.6759,-73.94459,Entire home/apt,322,8,40.25,1,130,2026-07-02,3.76,1,Single Listing,Luxury (>$250),272,4.97,https://www.airbnb.com/rooms/10484
10485,Bright Suite in Concourse,1067,Carlos,f,Standard Host,Bronx,Concourse,40.86185,-73.81399,Private room,82,1,82.0,1,10,2026-07-10,0.9,1,Single Listing,Budget (<$100),114,4.38,https://www.airbnb.com/rooms/10485
10486,Sunny Room in Tribeca,1177,Emma,f,Standard Host,Manhattan,Tribeca,40.80219,-73.96025,Entire home/apt,223,4,55.75,4,48,2026-07-24,5.41,1,Single Listing,Moderate ($100-$250),78,4.4,https://www.airbnb.com/rooms/10486
